"id","name","cost","converted_cost","type","text","stats","rarity"
198818,"Swift End","{1}{B}{B}",3,"Instant - Adventure","Destroy target creature or planeswalker. You lose 2 life. (Then exile this card. You may cast the creature later from exile.)",,"rare"
199541,"Sporecap Spider","{2}{G}",3,"Creature - Spider","Reach (This creature can block creatures with flying.)","1/5","common"
177098,"Precision Bolt","{2}{R}",3,"Sorcery","Precision Bolt deals 3 damage to any target.",,"common"
187193,"Karn's Bastion",,0,"Land","{T}: Add {C}.\n{4}, {T}: Proliferate. (Choose any number of permanents and/or players, then give each another counter of each kind already there.)",,"rare"
183329,"Sphinx of the Guildpact","{7}",7,"Artifact Creature - Sphinx","Sphinx of the Guildpact is all colors.\nFlying\nHexproof from monocolored (This creature can't be the target of monocolored spells or abilities your opponents control.)","5/5","uncommon"
175607,"Dimir Informant","{2}{U}",3,"Creature - Human Rogue","When Dimir Informant enters the battlefield, surveil 2. (Look at the top two cards of your library, then put any number of them into your graveyard and the rest on the top of your library in any order.)","1/4","common"
198856,"Charming Prince","{1}{W}",2,"Creature - Human Noble","When Charming Prince enters the battlefield, choose one -\n• Scry 2.\n• You gain 3 life.\n• Exile another target creature you own. Return it to the battlefield under your control at the beginning of the next end step.","2/2","rare"
198557,"The Circle of Loyalty","{4}{W}{W}",6,"Legendary Artifact","This spell costs {1} less to cast for each Knight you control.\nCreatures you control get +1/+1.\nWhenever you cast a legendary spell, create a 2/2 white Knight creature token with vigilance.\n{3}{W}, {T}: Create a 2/2 white Knight creature token with vigilance.",,"mythic"
199512,"Rage of Winter","{1}{U}",3,"Sorcery - Adventure","Tap target creature. It doesn't untap during its controller's next untap step. (Then exile this card. You may cast the creature later from exile.)",,"common"
199258,"Fires of Invention","{3}{R}",4,"Enchantment","You can cast spells only during your turn and you can cast no more than two spells each turn.\nYou may cast spells with converted mana cost less than or equal to the number of lands you control without paying their mana costs.",,"rare"
199058,"Mirrormade","{1}{U}{U}",3,"Enchantment","You may have Mirrormade enter the battlefield as a copy of any artifact or enchantment on the battlefield.",,"rare"
198430,"Silverwing Squadron","{5}{W}",6,"Creature - Human Knight","Flying, vigilance\nSilverwing Squadron's power and toughness are each equal to the number of creatures you control.\nWhenever Silverwing Squadron attacks, create a number of 2/2 white Knight creature tokens with vigilance equal to the number of opponents you have.","*/*","rare"
192975,"Skeleton Archer","{3}{B}",4,"Creature - Skeleton Archer","When Skeleton Archer enters the battlefield, it deals 1 damage to any target.","3/3","common"
192616,"Drawn from Dreams","{2}{U}{U}",4,"Sorcery","Look at the top seven cards of your library. Put two of them into your hand and the rest on the bottom of your library in a random order.",,"rare"
176856,"Assure","{G/W}{G/W}",8,"Instant","Put a +1/+1 counter on target creature. That creature gains indestructible until end of turn.",,"rare"
182839,"Simic Locket","{3}",3,"Artifact","{T}: Add {G} or {U}.\n{G/U}{G/U}{G/U}{G/U}, {T}, Sacrifice Simic Locket: Draw two cards.",,"common"
199091,"Loch Dragon","{U/R}{U/R}{U/R}{U/R}",4,"Creature - Dragon","Flying\nWhenever Loch Dragon enters the battlefield or attacks, you may discard a card. If you do, draw a card.","3/2","uncommon"
176912,"Maniacal Rage","{1}{R}",2,"Enchantment - Aura","Enchant creature\nEnchanted creature gets +2/+2 and can't block.",,"common"
198829,"Giant Killer","{W}",1,"Creature - Human Peasant","{1}{W}, {T}: Tap target creature.","1/2","rare"
192565,"Legion's End","{1}{B}",2,"Sorcery","Exile target creature an opponent controls with converted mana cost 2 or less and all other creatures that player controls with the same name as that creature. Then that player reveals their hand and exiles all cards with that name from their hand and graveyard.",,"rare"
182953,"Amplifire","{2}{R}{R}",4,"Creature - Elemental","At the beginning of your upkeep, reveal cards from the top of your library until you reveal a creature card. Until your next turn, Amplifire's base power becomes twice that card's power and its base toughness becomes twice that card's toughness. Put the revealed cards on the bottom of your library in a random order.","1/1","rare"
183302,"Domri's Nodorog","{3}{R}{G}",5,"Creature - Beast","Trample\nWhen Domri's Nodorog enters the battlefield, you may search your library and/or graveyard for a card named Domri, City Smasher, reveal it, and put it into your hand. If you search your library this way, shuffle it.","5/2","rare"
183198,"Benthic Biomancer","{U}",1,"Creature - Merfolk Wizard Mutant","{1}{U}: Adapt 1. (If this creature has no +1/+1 counters on it, put a +1/+1 counter on it.)\nWhenever one or more +1/+1 counters are put on Benthic Biomancer, draw a card, then discard a card.","1/1","rare"
176404,"Boros Guildgate",,0,"Land - Gate","Boros Guildgate enters the battlefield tapped.\n{T}: Add {R} or {W}.",,"common"
199277,"Blacklance Paragon","{1}{B}",2,"Creature - Human Knight","Flash\nWhen Blacklance Paragon enters the battlefield, target Knight gains deathtouch and lifelink until end of turn.","3/1","rare"
199292,"Acclaimed Contender","{2}{W}",3,"Creature - Human Knight","When Acclaimed Contender enters the battlefield, if you control another Knight, look at the top five cards of your library. You may reveal a Knight, Aura, Equipment, or legendary artifact card from among them and put it into your hand. Put the rest on the bottom of your library in a random order.","3/3","rare"
183197,"Syndicate Guildmage","{W}{B}",2,"Creature - Human Cleric","{1}{W}, {T}: Tap target creature with power 4 or greater.\n{4}{B}, {T}: Syndicate Guildmage deals 2 damage to target opponent or planeswalker.","2/2","uncommon"
187128,"Vraska's Finisher","{2}{B}",3,"Creature - Gorgon Assassin","When Vraska's Finisher enters the battlefield, destroy target creature or planeswalker an opponent controls that was dealt damage this turn.","3/2","common"
183307,"Elite Arrester","{W}",1,"Creature - Human Soldier","{1}{U}, {T}: Tap target creature.","0/3","common"
183419,"Dead Revels","{3}{B}",4,"Sorcery","Spectacle {1}{B} (You may cast this spell for its spectacle cost rather than its mana cost if an opponent lost life this turn.)\nReturn up to two target creature cards from your graveyard to your hand.",,"common"
182826,"Deputy of Detention","{1}{W}{U}",3,"Creature - Vedalken Wizard","When Deputy of Detention enters the battlefield, exile target nonland permanent an opponent controls and all other nonland permanents that player controls with the same name as that permanent until Deputy of Detention leaves the battlefield.","1/3","rare"
199404,"Mad Ratter","{3}{R}",4,"Creature - Goblin","Whenever you draw your second card each turn, create two 1/1 black Rat creature tokens.","1/2","uncommon"
187240,"Sorin, Vengeful Bloodlord","{2}{W}{B}",4,"Legendary Planeswalker - Sorin","As long as it's your turn, creatures and planeswalkers you control have lifelink.\n[+2]: Sorin, Vengeful Bloodlord deals 1 damage to target player or planeswalker.\n−X: Return target creature card with converted mana cost X from your graveyard to the battlefield. That creature is a Vampire in addition to its other types.","4","rare"
176866,"Dazzling Lights","{U}",1,"Instant","Target creature gets -3/-0 until end of turn.\nSurveil 2. (Look at the top two cards of your library, then put any number of them into your graveyard and the rest on the top of your library in any order.)",,"common"
192683,"Tomebound Lich","{1}{U}{B}",3,"Creature - Zombie Wizard","Deathtouch (Any amount of damage this deals to a creature is enough to destroy it.)\nLifelink (Damage dealt by this creature also causes you to gain that much life.)\nWhenever Tomebound Lich enters the battlefield or deals combat damage to a player, draw a card, then discard a card.","1/3","uncommon"
188344,"Ral's Outburst","{2}{U}{R}",4,"Instant","Ral's Outburst deals 3 damage to any target. Look at the top two cards of your library. Put one of them into your hand and the other into your graveyard.",,"uncommon"
183404,"Watchful Giant","{5}{W}",6,"Creature - Giant Soldier","When Watchful Giant enters the battlefield, create a 1/1 white Human creature token.","3/6","common"
198549,"Animating Faerie","{2}{U}",3,"Creature - Faerie","Flying","2/2","uncommon"
198863,"Treats to Share","{G}",2,"Sorcery - Adventure","Create a Food token. (Then exile this card. You may cast the creature later from exile. A Food token is an artifact with ""{2}, {T}, Sacrifice this artifact: You gain 3 life."")",,"common"
192946,"Angelic Guardian","{4}{W}{W}",6,"Creature - Angel","Flying (This creature can't be blocked except by creatures with flying or reach.)\nWhenever one or more creatures you control attack, they gain indestructible until end of turn. (Damage and effects that say ""destroy"" don't destroy them.)","5/5","rare"
199023,"Wolf's Quarry","{4}{G}{G}",6,"Sorcery","Create three 1/1 green Boar creature tokens with ""When this creature dies, create a Food token."" (A Food token is an artifact with ""{2}, {T}, Sacrifice this artifact: You gain 3 life."")",,"common"
192778,"Audacious Thief","{2}{B}",3,"Creature - Human Rogue","Whenever Audacious Thief attacks, you draw a card and you lose 1 life.","2/2","common"
175177,"Sinister Sabotage","{1}{U}{U}",3,"Instant","Counter target spell.\nSurveil 1. (Look at the top card of your library. You may put that card into your graveyard.)",,"uncommon"
199347,"Shield's Might","{1}{G}",4,"Instant - Adventure","Target creature gets +2/+2 until end of turn. (Then exile this card. You may cast the creature later from exile.)",,"common"
188654,"Huatli's Raptor","{G}{W}",2,"Creature - Dinosaur","Vigilance\nWhen Huatli's Raptor enters the battlefield, proliferate. (Choose any number of permanents and/or players, then give each another counter of each kind already there.)","2/3","uncommon"
187130,"Tezzeret, Master of the Bridge","{4}{U}{B}",6,"Legendary Planeswalker - Tezzeret","Creature and planeswalker spells you cast have affinity for artifacts. (They cost {1} less to cast for each artifact you control.)\n[+2]: Tezzeret, Master of the Bridge deals X damage to each opponent, where X is the number of artifacts you control. You gain X life.\n[−3]: Return target artifact card from your graveyard to your hand.\n[−8]: Exile the top ten cards of your library. Put all artifact cards from among them onto the battlefield.","5","mythic"
199113,"Giant Opportunity","{2}{G}",3,"Sorcery","You may sacrifice two Foods. If you do, create a 7/7 green Giant creature token. Otherwise, create three Food tokens. (They're artifacts with ""{2}, {T}, Sacrifice this artifact: You gain 3 life."")",,"uncommon"
188998,"Karn, the Great Creator","{4}",4,"Legendary Planeswalker - Karn","Activated abilities of artifacts your opponents control can't be activated.\n[+1]: Until your next turn, up to one target noncreature artifact becomes an artifact creature with power and toughness each equal to its converted mana cost.\n[−2]: You may choose an artifact card you own from outside the game or in exile, reveal that card, and put it into your hand.","5","rare"
198873,"Doom Foretold","{2}{W}{B}",4,"Enchantment","At the beginning of each player's upkeep, that player sacrifices a nonland, nontoken permanent. If that player can't, they discard a card, they lose 2 life, you draw a card, you gain 2 life, you create a 2/2 white Knight creature token with vigilance, then you sacrifice Doom Foretold.",,"rare"
176838,"Light of the Legion","{4}{W}{W}",6,"Creature - Angel","Flying\nMentor (Whenever this creature attacks, put a +1/+1 counter on target attacking creature with lesser power.)\nWhen Light of the Legion dies, put a +1/+1 counter on each white creature you control.","5/5","rare"
188895,"Sky Theater Strix","{1}{U}",2,"Creature - Bird","Flying\nWhenever you cast a noncreature spell, Sky Theater Strix gets +1/+0 until end of turn.","1/2","common"
192569,"Pacifism","{1}{W}",2,"Enchantment - Aura","Enchant creature\nEnchanted creature can't attack or block.",,"common"
198387,"Flaxen Intruder","{G}",1,"Creature - Human Berserker","Whenever Flaxen Intruder deals combat damage to a player, you may sacrifice it. When you do, destroy target artifact or enchantment.","1/2","uncommon"
175182,"Deadly Visit","{3}{B}{B}",5,"Sorcery","Destroy target creature.\nSurveil 2. (Look at the top two cards of your library, then put any number of them into your graveyard and the rest on top of your library in any order.)",,"common"
183034,"Gutterbones","{B}",1,"Creature - Skeleton Warrior","Gutterbones enters the battlefield tapped.\n{1}{B}: Return Gutterbones from your graveyard to your hand. Activate this ability only during your turn and only if an opponent lost life this turn.","2/1","rare"
192786,"Mystic Forge","{4}",4,"Artifact","You may look at the top card of your library any time.\nYou may cast the top card of your library if it's an artifact card or a colorless nonland card.\n{T}, Pay 1 life: Exile the top card of your library.",,"rare"
192857,"Griffin Sentinel","{2}{W}",3,"Creature - Griffin","Flying\nVigilance (Attacking doesn't cause this creature to tap.)","1/3","common"
183334,"Clamor Shaman","{2}{R}",3,"Creature - Goblin Shaman","Riot (This creature enters the battlefield with your choice of a +1/+1 counter or haste.)\nWhenever Clamor Shaman attacks, target creature an opponent controls can't block this turn.","1/1","uncommon"
187245,"Storrev, Devkarin Lich","{1}{B}{B}{G}",4,"Legendary Creature - Zombie Elf Wizard","Trample\nWhenever Storrev, Devkarin Lich deals combat damage to a player or planeswalker, return to your hand target creature or planeswalker card in your graveyard that wasn't put there this combat.","5/4","rare"
198999,"Edgewall Innkeeper","{G}",1,"Creature - Human Peasant","Whenever you cast a creature spell that has an Adventure, draw a card. (It doesn't need to have gone on the adventure first.)","1/1","uncommon"
183062,"High Alert","{1}{W}{U}",3,"Enchantment","Each creature you control assigns combat damage equal to its toughness rather than its power.\nCreatures you control can attack as though they didn't have defender.\n{2}{W}{U}: Untap target creature.",,"uncommon"
176590,"Legion Guildmage","{R}{W}",2,"Creature - Human Wizard","{5}{R}, {T}: Legion Guildmage deals 3 damage to each opponent.\n{2}{W}, {T}: Tap another target creature.","2/2","uncommon"
198993,"Doom Foretold","{2}{W}{B}",4,"Enchantment","At the beginning of each player's upkeep, that player sacrifices a nonland, nontoken permanent. If that player can't, they discard a card, they lose 2 life, you draw a card, you gain 2 life, you create a 2/2 white Knight creature token with vigilance, then you sacrifice Doom Foretold.",,"rare"
192637,"Manifold Key","{1}",1,"Artifact","{1}, {T}: Untap another target artifact.\n{3}, {T}: Target creature can't be blocked this turn.",,"uncommon"
175190,"Direct Current","{1}{R}{R}",3,"Sorcery","Direct Current deals 2 damage to any target.\nJump-start (You may cast this card from your graveyard by discarding a card in addition to paying its other costs. Then exile this card.)",,"common"
183331,"Resolute Watchdog","{W}",1,"Creature - Hound","Defender\n{1}, Sacrifice Resolute Watchdog: Target creature you control gains indestructible until end of turn. (Damage and effects that say ""destroy"" don't destroy it.)","1/3","uncommon"
199415,"Return of the Wildspeaker","{4}{G}",5,"Instant","Choose one -\n• Draw cards equal to the greatest power among non-Human creatures you control.\n• Non-Human creatures you control get +3/+3 until end of turn.",,"rare"
187223,"Ahn-Crop Invader","{2}{R}",3,"Creature - Zombie Minotaur Warrior","As long as it's your turn, Ahn-Crop Invader has first strike.\n{1}, Sacrifice another creature: Ahn-Crop Invader gets +2/+0 until end of turn.","2/2","common"
187176,"Crush Dissent","{3}{U}",4,"Instant","Counter target spell unless its controller pays {2}.\nAmass 2. (Put two +1/+1 counters on an Army you control. If you don't control one, create a 0/0 black Zombie Army creature token first.)",,"common"
188867,"Vampire Opportunist","{1}{B}",2,"Creature - Vampire","{6}{B}: Each opponent loses 2 life and you gain 2 life.","2/1","common"
199345,"Usher to Safety","{W}",2,"Instant - Adventure","Return target permanent you control to its owner's hand. (Then exile this card. You may cast the creature later from exile.)",,"uncommon"
199365,"Irencrag Pyromancer","{2}{R}",3,"Creature - Human Wizard","Whenever you draw your second card each turn, Irencrag Pyromancer deals 3 damage to any target.","0/4","rare"
198401,"Curry Favor","{B}",2,"Sorcery - Adventure","You gain X life and each opponent loses X life, where X is the number of Knights you control.",,"common"
176685,"Arclight Phoenix","{3}{R}",4,"Creature - Phoenix","Flying, haste\nAt the beginning of combat on your turn, if you've cast three or more instant and sorcery spells this turn, return Arclight Phoenix from your graveyard to the battlefield.","3/2","mythic"
198582,"Piper of the Swarm","{1}{B}",2,"Creature - Human Warlock","Rats you control have menace.\n{1}{B}, {T}: Create a 1/1 black Rat creature token.\n{2}{B}{B}, {T}, Sacrifice three Rats: Gain control of target creature.","1/3","rare"
199296,"Yorvo, Lord of Garenbrig","{G}{G}{G}",3,"Legendary Creature - Giant Noble","Yorvo, Lord of Garenbrig enters the battlefield with four +1/+1 counters on it.\nWhenever another green creature enters the battlefield under your control, put a +1/+1 counter on Yorvo. Then if that creature's power is greater than Yorvo's power, put another +1/+1 counter on Yorvo.","0/0","rare"
183383,"Act of Treason","{2}{R}",3,"Sorcery","Gain control of target creature until end of turn. Untap that creature. It gains haste until end of turn. (It can attack and {T} this turn.)",,"common"
182825,"Orzhov Guildgate",,0,"Land - Gate","Orzhov Guildgate enters the battlefield tapped.\n{T}: Add {W} or {B}.",,"common"
182214,"Zegana, Utopian Speaker","{2}{G}{U}",4,"Legendary Creature - Merfolk Wizard","When Zegana, Utopian Speaker enters the battlefield, if you control another creature with a +1/+1 counter on it, draw a card.\n{4}{G}{U}: Adapt 4. (If this creature has no +1/+1 counters on it, put four +1/+1 counters on it.)\nEach creature you control with a +1/+1 counter on it has trample.","4/4","rare"
198413,"Garruk, Cursed Huntsman","{4}{B}{G}",6,"Legendary Planeswalker - Garruk","[0]: Create two 2/2 black and green Wolf creature tokens with ""When this creature dies, put a loyalty counter on each Garruk you control.""\n[−3]: Destroy target creature. Draw a card.\n[−6]: You get an emblem with ""Creatures you control get +3/+3 and have trample.""","5","mythic"
199341,"Giant's Skewer","{1}{B}",2,"Artifact - Equipment","Equipped creature gets +2/+1.\nWhenever equipped creature deals combat damage to a creature, create a Food token. (It's an artifact with ""{2}, {T}, Sacrifice this artifact: You gain 3 life."")\nEquip {3} ({3}: Attach to target creature you control. Equip only as a sorcery.)",,"common"
192543,"Veil of Summer","{G}",1,"Instant","Draw a card if an opponent has cast a blue or black spell this turn. Spells you control can't be countered this turn. You and permanents you control gain hexproof from blue and from black until end of turn. (You and they can't be the targets of blue or black spells or abilities your opponents control.)",,"uncommon"
188852,"Rubblebelt Rioters","{1}{R}{G}",3,"Creature - Human Berserker","Haste\nWhenever Rubblebelt Rioters attacks, it gets +X/+0 until end of turn, where X is the greatest power among creatures you control.","0/4","uncommon"
198432,"Mace of the Valiant","{2}{W}",3,"Artifact - Equipment","Equipped creature gets +1/+1 for each charge counter on Mace of the Valiant and has vigilance.\nWhenever a creature enters the battlefield under your control, put a charge counter on Mace of the Valiant.\nEquip {3}",,"rare"
182964,"Rakdos, the Showstopper","{4}{B}{R}",6,"Legendary Creature - Demon","Flying, trample\nWhen Rakdos, the Showstopper enters the battlefield, flip a coin for each creature that isn't a Demon, Devil, or Imp. Destroy each creature whose coin comes up tails.","6/6","mythic"
176884,"Gatekeeper Gargoyle","{6}",6,"Artifact Creature - Gargoyle","Flying\nGatekeeper Gargoyle enters the battlefield with a +1/+1 counter on it for each Gate you control.","3/3","uncommon"
188389,"Domri's Ambush","{R}{G}",2,"Sorcery","Put a +1/+1 counter on target creature you control. Then that creature deals damage equal to its power to target creature or planeswalker you don't control.",,"uncommon"
188416,"Living Twister","{R}{R}{G}",3,"Creature - Elemental","{1}{R}, Discard a land card: Living Twister deals 2 damage to any target.\n{G}: Return a tapped land you control to its owner's hand.","2/5","rare"
198404,"Foulmire Knight","{B}",1,"Creature - Zombie Knight","Deathtouch","1/1","uncommon"
199345,"Shepherd of the Flock","{1}{W}",2,"Creature - Human Peasant",,"3/1","uncommon"
192597,"Bishop of Wings","{W}{W}",2,"Creature - Human Cleric","Whenever an Angel enters the battlefield under your control, you gain 4 life.\nWhenever an Angel you control dies, create a 1/1 white Spirit creature token with flying.","1/4","rare"
192979,"Goblin Assailant","{1}{R}",2,"Creature - Goblin Warrior",,"2/2","common"
192916,"Tectonic Rift","{3}{R}",4,"Sorcery","Destroy target land. Creatures without flying can't block this turn.",,"common"
192760,"Thirsting Bloodlord","{2}{B}{B}",4,"Creature - Vampire","Other Vampires you control get +1/+1.","3/3","uncommon"
183217,"Pteramander","{U}",1,"Creature - Salamander Drake","Flying\n{7}{U}: Adapt 4. This ability costs {1} less to activate for each instant and sorcery card in your graveyard. (If this creature has no +1/+1 counters on it, put four +1/+1 counters on it.)","1/1","uncommon"
183432,"Steeple Creeper","{2}{G}",3,"Creature - Frog Snake","{3}{U}: Steeple Creeper gains flying until end of turn.","4/2","common"
176858,"Candlelight Vigil","{3}{W}",4,"Enchantment - Aura","Enchant creature\nEnchanted creature gets +3/+2 and has vigilance.",,"common"
199347,"Garenbrig Carver","{3}{G}",4,"Creature - Human Warrior",,"3/2","common"
183183,"Trollbred Guardian","{4}{G}",5,"Creature - Troll Frog Warrior","{2}{G}: Adapt 2. (If this creature has no +1/+1 counters on it, put two +1/+1 counters on it.)\nEach creature you control with a +1/+1 counter on it has trample.","5/5","uncommon"
183400,"Rumbling Ruin","{5}{R}",6,"Creature - Elemental","When Rumbling Ruin enters the battlefield, count the number of +1/+1 counters on creatures you control. Creatures your opponents control with power less than or equal to that number can't block this turn.","6/6","uncommon"
198867,"Outmuscle","{3}{G}",4,"Sorcery","Put a +1/+1 counter on target creature you control, then it fights target creature you don't control. (Each deals damage equal to its power to the other.)\nAdamant - If at least three green mana was spent to cast this spell, the creature you control gains indestructible until end of turn.",,"common"
192971,"Bogstomper","{4}{B}{B}",6,"Creature - Beast",,"6/5","common"
192875,"Bladebrand","{1}{B}",2,"Instant","Target creature gains deathtouch until end of turn. (Any amount of damage it deals to a creature is enough to destroy it.)\nDraw a card.",,"common"
183206,"Clan Guildmage","{R}{G}",2,"Creature - Human Shaman","{1}{R}, {T}: Target creature can't block this turn.\n{2}{G}, {T}: Target land you control becomes a 4/4 Elemental creature with haste until end of turn. It's still a land.","2/2","uncommon"
183036,"Pitiless Pontiff","{W}{B}",2,"Creature - Vampire Cleric","{1}, Sacrifice another creature: Pitiless Pontiff gains deathtouch and indestructible until end of turn. (Damage and effects that say ""destroy"" don't destroy it.)","2/2","uncommon"
199092,"Redcap Raiders","{2}{R}",3,"Creature - Goblin Warrior","Whenever Redcap Raiders attacks, you may tap an untapped non-Human creature you control. If you do, Redcap Raiders gets +1/+1 and gains trample until end of turn.","3/2","common"
183385,"Dagger Caster","{3}{R}",4,"Creature - Viashino Rogue","When Dagger Caster enters the battlefield, it deals 1 damage to each opponent and 1 damage to each creature your opponents control.","2/3","uncommon"
188393,"Domri, Anarch of Bolas","{1}{R}{G}",3,"Legendary Planeswalker - Domri","Creatures you control get +1/+0.\n[+1]: Add {R} or {G}. Creature spells you cast this turn can't be countered.\n[−2]: Target creature you control fights target creature you don't control.","3","rare"
187129,"Vraska, Swarm's Eminence","{2}{B/G}{B/G}",4,"Legendary Planeswalker - Vraska","Whenever a creature you control with deathtouch deals damage to a player or planeswalker, put a +1/+1 counter on that creature.\n[−2]: Create a 1/1 black Assassin creature token with deathtouch and ""Whenever this creature deals damage to a planeswalker, destroy that planeswalker.""","5","uncommon"
198781,"Wildborn Preserver","{1}{G}",2,"Creature - Elf Archer","Flash\nReach\nWhenever another non-Human creature enters the battlefield under your control, you may pay {X}. When you do, put X +1/+1 counters on Wildborn Preserver.","2/2","rare"
182829,"Rakdos Guildgate",,0,"Land - Gate","Rakdos Guildgate enters the battlefield tapped.\n{T}: Add {B} or {R}.",,"common"
182131,"Lavinia, Azorius Renegade","{W}{U}",2,"Legendary Creature - Human Soldier","Each opponent can't cast noncreature spells with converted mana cost greater than the number of lands that player controls.\nWhenever an opponent casts a spell, if no mana was spent to cast it, counter that spell.","2/2","rare"
175548,"Wary Okapi","{2}{G}",3,"Creature - Antelope","Vigilance","3/2","common"
199108,"Sundering Stroke","{6}{R}",7,"Sorcery","Sundering Stroke deals 7 damage divided as you choose among one, two, or three targets. If at least seven red mana was spent to cast this spell, instead Sundering Stroke deals 7 damage to each of those permanents and/or players.",,"rare"
183228,"Windstorm Drake","{4}{U}",5,"Creature - Drake","Flying\nOther creatures you control with flying get +1/+0.","3/3","uncommon"
192914,"Shock","{R}",1,"Instant","Shock deals 2 damage to any target.",,"common"
176901,"Fearless Halberdier","{2}{R}",3,"Creature - Human Warrior",,"3/2","common"
198712,"Wildwood Tracker","{G}",1,"Creature - Elf Warrior","Whenever Wildwood Tracker attacks or blocks, if you control another non-Human creature, Wildwood Tracker gets +1/+1 until end of turn.","1/1","common"
176906,"Pause for Reflection","{2}{G}",3,"Instant","Convoke (Your creatures can help cast this spell. Each creature you tap while casting this spell pays for {1} or one mana of that creature's color.)\nPrevent all combat damage that would be dealt this turn.",,"common"
192777,"Nimble Birdsticker","{2}{R}",3,"Creature - Goblin","Reach (This creature can block creatures with flying.)","2/3","common"
199217,"Lonesome Unicorn","{4}{W}",5,"Creature - Unicorn","Vigilance","3/3","common"
199294,"Archon of Absolution","{3}{W}",4,"Creature - Archon","Flying\nProtection from white (This creature can't be blocked, targeted, dealt damage, enchanted, or equipped by anything white.)\nCreatures can't attack you or a planeswalker you control unless their controller pays {1} for each of those creatures.","3/2","uncommon"
182205,"Tithe Taker","{1}{W}",2,"Creature - Human Soldier","During your turn, spells your opponents cast cost {1} more to cast and abilities your opponents activate cost {1} more to activate unless they're mana abilities.\nAfterlife 1 (When this creature dies, create a 1/1 white and black Spirit creature token with flying.)","2/1","rare"
188626,"Commence the Endgame","{4}{U}{U}",6,"Instant","This spell can't be countered.\nDraw two cards, then amass X, where X is the number of cards in your hand. (Put X +1/+1 counters on an Army you control. If you don't control one, create a 0/0 black Zombie Army creature token first.)",,"rare"
192782,"Cavalier of Thorns","{2}{G}{G}{G}",5,"Creature - Elemental Knight","Reach\nWhen Cavalier of Thorns enters the battlefield, reveal the top five cards of your library. Put a land card from among them onto the battlefield and the rest into your graveyard.\nWhen Cavalier of Thorns dies, you may exile it. If you do, put another target card from your graveyard on top of your library.","5/6","mythic"
187201,"Wanderer's Strike","{4}{W}",5,"Sorcery","Exile target creature, then proliferate. (Choose any number of permanents and/or players, then give each another counter of each kind already there.)",,"common"
198909,"Ayara, First of Locthwain","{B}{B}{B}",3,"Legendary Creature - Elf Noble","Whenever Ayara, First of Locthwain or another black creature enters the battlefield under your control, each opponent loses 1 life and you gain 1 life.\n{T}, Sacrifice another black creature: Draw a card.","2/3","rare"
176843,"Undercity Uprising","{2}{B}{G}",4,"Sorcery","Creatures you control gain deathtouch until end of turn. Then target creature you control fights target creature you don't control. (Each deals damage equal to its power to the other.)",,"common"
188640,"Guildpact Informant","{2}{U}",3,"Creature - Faerie Rogue","Flying\nWhenever Guildpact Informant deals combat damage to a player or planeswalker, proliferate. (Choose any number of permanents and/or players, then give each another counter of each kind already there.)","1/1","common"
189024,"Ral, Storm Conduit","{2}{U}{R}",4,"Legendary Planeswalker - Ral","Whenever you cast or copy an instant or sorcery spell, Ral, Storm Conduit deals 1 damage to target opponent or planeswalker.\n[+2]: Scry 1.\n[−2]: When you cast your next instant or sorcery spell this turn, copy that spell. You may choose new targets for the copy.","4","rare"
188652,"Bioessence Hydra","{3}{G}{U}",5,"Creature - Hydra Mutant","Trample\nBioessence Hydra enters the battlefield with a +1/+1 counter on it for each loyalty counter on planeswalkers you control.\nWhenever one or more loyalty counters are put on planeswalkers you control, put that many +1/+1 counters on Bioessence Hydra.","4/4","rare"
192918,"Retributive Wand","{3}",3,"Artifact","{3}, {T}: Retributive Wand deals 1 damage to any target.\nWhen Retributive Wand is put into a graveyard from the battlefield, it deals 5 damage to any target.",,"uncommon"
192654,"Winged Words","{2}{U}",3,"Sorcery","This spell costs {1} less to cast if you control a creature with flying.\nDraw two cards.",,"common"
183386,"Deface","{R}",1,"Sorcery","Choose one -\n• Destroy target artifact.\n• Destroy target creature with defender.",,"common"
188166,"Wardscale Crocodile","{4}{G}",5,"Creature - Crocodile","Hexproof (This creature can't be the target of spells or abilities your opponents control.)","5/3","common"
183221,"Sharktocrab","{2}{G}{U}",4,"Creature - Fish Octopus Crab","{2}{G}{U}: Adapt 1. (If this creature has no +1/+1 counters on it, put a +1/+1 counter on it.)\nWhenever one or more +1/+1 counters are put on Sharktocrab, tap target creature an opponent controls. That creature doesn't untap during its controller's next untap step.","4/4","uncommon"
188859,"Gideon's Sacrifice","{W}",1,"Instant","Choose a creature or planeswalker you control. All damage that would be dealt this turn to you and permanents you control is dealt to the chosen permanent instead (if it's still on the battlefield).",,"common"
176903,"Pack's Favor","{2}{G}",3,"Instant","Convoke (Your creatures can help cast this spell. Each creature you tap while casting this spell pays for {1} or one mana of that creature's color.)\nTarget creature gets +3/+3 until end of turn.",,"common"
192996,"Prized Unicorn","{3}{G}",4,"Creature - Unicorn","All creatures able to block Prized Unicorn do so.","2/2","common"
192635,"Shifting Ceratops","{2}{G}{G}",4,"Creature - Dinosaur","This spell can't be countered.\nProtection from blue (This creature can't be blocked, targeted, dealt damage, enchanted, or equipped by anything blue.)\n{G}: Shifting Ceratops gains your choice of reach, trample, or haste until end of turn.","5/4","rare"
182492,"Absorb","{W}{U}{U}",3,"Instant","Counter target spell. You gain 3 life.",,"rare"
